state_ut,year,death_remanded,death_not_remanded,ssc,dgp_tenure,o_tenure,invest_law,peb,district_pca,state_pca,t,type,sc_order1,committee1,gdp,religion2,head_trans_n,p_dist,head_trans,pop,SHRC,party_match,party_match_2006,literacy,media_women,media_men,pca_bind,media_women_0,pca_ind,ngo,event,l.event
Z PUDUCHERRY ,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,5438,1,0,1,0,974345,0,1,0,81.2,NA,NA,0,NA,0,0.019047619,NA,0
Z PUDUCHERRY ,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,5754,1,0,1,0,974345,0,1,1,81.2,NA,NA,0,NA,0,0.019047619,NA,0
Z PUDUCHERRY ,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,7977,1,0,1,0,974345,0,1,1,81.2,NA,NA,0,NA,0,0.019047619,NA,0
Z PUDUCHERRY ,2006,0,0,0,0,0,0,0,0,0,0,0,1,0,8335,1,NA,1,NA,974345,0,1,1,81.2,NA,NA,0,NA,0,0.019047619,NA,0
Z PUDUCHERRY ,2007,0,0,0,0,1,0,1,0,0,0,0,1,0,9251,1,0,1,0,974345,0,1,1,81.2,NA,NA,0,NA,0,0.019047619,NA,0
Z PUDUCHERRY ,2008,0,0,0,0,1,0,1,0,0,0,0,1,1,10050,1,0,1,0,974345,0,1,1,81.2,NA,NA,0,NA,0,0.019047619,NA,0
Z PUDUCHERRY ,2009,0,0,0,0,1,0,1,0,0,0,0,1,1,12304,1,0,1,0,974345,0,1,1,81.2,NA,NA,0,NA,0,0.019047619,NA,0
Z PUDUCHERRY ,2010,0,0,0,0,1,0,1,0,1,1,go,1,1,13092,1,0,1,0,974345,0,1,1,81.2,NA,NA,0,NA,0,0.019047619,NA,0
Z PUDUCHERRY ,2011,0,1,1,0,1,0,1,0,1,0,go,1,1,14661,1,0,1,0,974345,0,1,1,85.8,NA,NA,0,NA,0,0.019047619,NA,0
Z PUDUCHERRY ,2012,0,0,1,0,1,0,1,0,1,0,go,1,1,16795,1,0,1,0,974345,0,1,1,85.8,NA,NA,0,NA,0,0,NA,0
Z PUDUCHERRY ,2013,0,0,1,0,1,0,1,0,1,0,go,1,1,21077,1,0,1,0,974345,0,1,1,85.8,NA,NA,0,NA,0,0,NA,0
Z PUDUCHERRY ,2014,0,0,1,0,1,0,1,0,1,0,go,1,1,22574,1,0,1,0,974345,0,1,0,85.8,NA,NA,0,NA,0,0,1,0
Z PUDUCHERRY ,2015,0,0,1,0,1,0,1,0,1,0,go,1,1,26617,1,0,1,0,974345,0,1,0,85.8,NA,NA,0,NA,0,0,NA,0
Z PUDUCHERRY ,2016,0,0,1,0,1,0,1,0,1,0,go,1,1,29573,1,0,1,0,NA,0,1,0,85.8,NA,NA,0,NA,0,0,1,1
